data_venda,id_venda,tipo_cliente,produto,marca,quantidade,preco_unitario,canal_venda,forma_pagamento,cnpj,validacao_cnpj
2024-01-04,200265,comercio,gas_p13,Ultragaz,1,110.0,balcao,boleto,86.735.682/0001-40,OK
2024-01-28,200266,consumidor_final,gas_p13,Liquigás,29,110.0,telefone,debito,,OK
2024-01-29,200267,consumidor_final,gas_p45,Copagaz,16,380.0,whatsapp,debito,,OK
2024-01-27,200268,comercio,galao_25l,Lindoya,6,26.0,telefone,debito,32.531.643/0001-75,OK
2024-11-01,200269,comercio,agua_500ml,Crystal,11,2.5,comercial,credito,44.686.431/0001-52,OK
2024-01-20,200270,comercio,galao_25l,Bonafont,23,26.0,whatsapp,Não Informado,72.982.797/0001-21,OK
2024-01-26,200271,comercio,galao_25l,Bonafont,16,26.0,balcao,credito,65.913.235/0001-60,OK
2024-01-18,200272,comercio,gas_p45,Fogás,11,380.0,telefone,pix,24.484.418/0001-61,OK
2024-05-01,200273,consumidor_final,galao_25l,Bonafont,50,26.0,whatsapp,boleto,,OK
2024-01-06,200274,comercio,agua_500ml,Crystal,15,2.5,balcao,debito,78.582.225/0001-14,OK
2024-01-21,200275,comercio,gas_p13,Liquigás,33,110.0,balcao,dinheiro,46.189.884/0001-54,OK
2024-01-09,200276,comercio,agua_500ml,Minalba,49,2.5,telefone,dinheiro,20.744.695/0001-28,OK
2024-04-01,200277,comercio,agua_500ml,Crystal,14,"R$ 2,5",balcao,boleto,40.652.116/0001-77,OK
2024-01-27,200278,consumidor_final,gas_p45,Copagaz,23,380.0,whatsapp,boleto,,OK
2024-01-17,200279,comercio,agua_500ml,Minalba,46,2.5,balcao,dinheiro,16.686.243/0001-26,OK
2024-01-05,200280,comercio,gas_p45,Fogás,1,380.0,balcao,boleto,40.616.783/0001-72,OK
2024-01-10,200281,comercio,agua_500ml,Minalba,2,2.5,balcao,pix,,PENDENTE
2024-01-20,200282,comercio,gas_p13,Ultragaz,12,110.0,comercial,dinheiro,12.452.528/0001-22,OK
2024-01-26,200283,comercio,agua_500ml,Minalba,33,"R$ 2,5",comercial,Não Informado,13.178.669/0001-95,OK
2024-01-24,200284,comercio,agua_500ml,Crystal,42,2.5,telefone,credito,94.478.728/0001-60,OK
2024-01-09,200285,comercio,agua_500ml,Crystal,35,"2,5",balcao,debito,45.836.500/0001-57,OK
2024-01-25,200286,comercio,galao_25l,Bonafont,48,26.0,balcao,pix,92.493.458/0001-66,OK
2024-01-15,200287,comercio,gas_p45,Fogás,3,380.0,comercial,dinheiro,10.284.421/0001-62,OK
2024-01-23,200288,comercio,gas_p45,Fogás,1,"R$ 380,0",telefone,credito,11.629.367/0001-88,OK
2024-01-14,200289,comercio,agua_500ml,Crystal,31,2.5,telefone,credito,92.576.644/0001-27,OK
2024-01-20,200290,comercio,gas_p13,Ultragaz,15,110.0,balcao,pix,82.598.858/0001-24,OK
2024-01-22,200291,comercio,gas_p45,Copagaz,40,380.0,balcao,debito,27.772.388/0001-15,OK
2024-01-20,200292,comercio,galao_25l,Bonafont,35,26.0,balcao,dinheiro,54.708.665/0001-20,OK
2024-09-01,200293,consumidor_final,galao_25l,Lindoya,12,26.0,balcao,dinheiro,,OK
2024-01-26,200294,comercio,gas_p45,Copagaz,47,"R$ 380,0",telefone,debito,78.110.686/0001-85,OK
2024-01-01,200295,comercio,gas_p45,Fogás,13,380.0,comercial,boleto,84.496.365/0001-84,OK
2024-01-21,200296,consumidor_final,agua_500ml,Crystal,34,2.5,whatsapp,credito,,OK
2024-10-01,200297,comercio,agua_500ml,Minalba,41,2.5,comercial,pix,91.387.548/0001-89,OK
2024-01-17,200298,consumidor_final,gas_p45,Fogás,26,380.0,telefone,debito,,OK
2024-01-31,200299,comercio,gas_p45,Copagaz,40,380.0,whatsapp,dinheiro,89.305.441/0001-17,OK
2024-01-15,200300,comercio,galao_25l,Bonafont,39,26.0,comercial,pix,68.284.972/0001-76,OK
2024-01-20,200301,comercio,gas_p13,Ultragaz,14,110.0,comercial,debito,36.612.726/0001-94,OK
2024-08-01,200302,comercio,galao_25l,Lindoya,11,26.0,balcao,debito,72.162.411/0001-39,OK
2024-01-10,200303,comercio,agua_500ml,Minalba,12,2.5,balcao,pix,65.282.986/0001-62,OK
2024-01-07,200304,comercio,gas_p13,Liquigás,49,110.0,telefone,boleto,91.233.273/0001-91,OK
2024-01-12,200305,consumidor_final,agua_500ml,Crystal,18,2.5,telefone,boleto,,OK
2024-01-19,200306,comercio,agua_500ml,Minalba,1,2.5,whatsapp,debito,71.348.145/0001-18,OK
2024-01-29,200307,comercio,galao_25l,Bonafont,8,26.0,whatsapp,boleto,59.271.331/0001-67,OK
2024-01-13,200308,comercio,galao_25l,Bonafont,17,"26,0",whatsapp,credito,24.873.290/0001-61,OK
2024-01-01,200309,consumidor_final,galao_25l,Bonafont,2,"26,0",balcao,credito,,OK
2024-01-17,200310,comercio,agua_500ml,Crystal,48,2.5,whatsapp,debito,11.820.885/0001-79,OK
2024-01-24,200311,comercio,agua_500ml,Crystal,45,"R$ 2,5",whatsapp,boleto,65.486.891/0001-78,OK
2024-01-23,200312,comercio,gas_p13,Liquigás,9,"110,0",whatsapp,debito,82.262.626/0001-81,OK
2024-01-01,200313,consumidor_final,agua_500ml,Crystal,50,2.5,whatsapp,debito,,OK
2024-01-24,200314,comercio,galao_25l,Bonafont,4,26.0,telefone,Não Informado,37.548.525/0001-68,OK
2024-01-29,200315,comercio,gas_p13,Liquigás,22,110.0,comercial,credito,20.552.135/0001-76,OK
2024-01-21,200316,comercio,gas_p45,Fogás,18,380.0,telefone,debito,99.147.335/0001-33,OK
2024-01-22,200317,comercio,agua_500ml,Minalba,47,2.5,balcao,dinheiro,96.800.378/0001-98,OK
2024-05-01,200318,consumidor_final,galao_25l,Bonafont,25,26.0,comercial,debito,,OK
2024-01-11,200319,consumidor_final,galao_25l,Bonafont,43,"26,0",telefone,credito,,OK
2024-01-17,200320,comercio,galao_25l,Lindoya,25,26.0,comercial,debito,50.207.568/0001-23,OK
2024-01-21,200321,comercio,galao_25l,Lindoya,16,26.0,whatsapp,boleto,,PENDENTE
2024-03-01,200322,comercio,gas_p13,Ultragaz,46,"R$ 110,0",telefone,credito,,PENDENTE
2024-01-15,200323,comercio,galao_25l,Bonafont,14,26.0,telefone,debito,67.603.949/0001-43,OK
2024-01-25,200324,comercio,gas_p13,Ultragaz,37,110.0,comercial,credito,55.996.520/0001-44,OK
2024-01-06,200325,comercio,gas_p13,Ultragaz,20,110.0,telefone,credito,20.792.482/0001-35,OK
2024-01-16,200326,comercio,galao_25l,Lindoya,1,"R$ 26,0",telefone,boleto,86.169.487/0001-39,OK
2024-01-26,200327,consumidor_final,gas_p45,Copagaz,49,380.0,balcao,pix,,OK
2024-12-01,200328,consumidor_final,agua_500ml,Crystal,1,2.5,balcao,boleto,,OK
2024-11-01,200329,comercio,gas_p13,Liquigás,21,110.0,whatsapp,credito,47.488.721/0001-12,OK
2024-01-12,200330,comercio,gas_p45,Fogás,14,380.0,whatsapp,debito,83.494.116/0001-61,OK
2024-01-01,200331,comercio,agua_500ml,Minalba,31,2.5,telefone,boleto,81.373.202/0001-23,OK
2024-01-02,200332,comercio,gas_p45,Copagaz,50,380.0,balcao,dinheiro,99.686.129/0001-43,OK
2024-01-13,200333,comercio,gas_p45,Copagaz,29,380.0,balcao,dinheiro,76.990.679/0001-33,OK
2024-01-23,200334,consumidor_final,gas_p13,Ultragaz,37,110.0,comercial,pix,,OK
2024-01-27,200335,consumidor_final,agua_500ml,Crystal,15,2.5,comercial,boleto,,OK
2024-01-17,200336,comercio,gas_p13,Ultragaz,29,110.0,telefone,dinheiro,85.919.376/0001-24,OK
2024-01-01,200337,comercio,agua_500ml,Crystal,1,2.5,balcao,debito,24.327.972/0001-38,OK
2024-01-16,200338,comercio,agua_500ml,Crystal,47,2.5,telefone,dinheiro,61.920.480/0001-38,OK
2024-01-19,200339,comercio,agua_500ml,Crystal,19,2.5,whatsapp,boleto,22.254.210/0001-99,OK
2024-01-20,200340,comercio,gas_p45,Fogás,24,380.0,whatsapp,debito,84.943.463/0001-94,OK
2024-05-01,200341,consumidor_final,gas_p13,Ultragaz,31,110.0,telefone,dinheiro,,OK
2024-01-26,200342,comercio,agua_500ml,Minalba,14,2.5,comercial,boleto,42.954.483/0001-85,OK
2024-01-30,200343,consumidor_final,gas_p13,Ultragaz,9,"R$ 110,0",telefone,Não Informado,,OK
2024-01-30,200344,consumidor_final,agua_500ml,Minalba,7,2.5,comercial,credito,,OK
2024-06-01,200345,comercio,gas_p13,Ultragaz,39,110.0,whatsapp,boleto,,PENDENTE
2024-08-01,200346,comercio,gas_p13,Liquigás,5,110.0,whatsapp,credito,85.486.993/0001-39,OK
2024-11-01,200347,comercio,agua_500ml,Crystal,31,2.5,telefone,dinheiro,99.533.853/0001-71,OK
2024-01-11,200348,comercio,gas_p45,Fogás,4,380.0,telefone,credito,35.479.939/0001-71,OK
2024-01-22,200349,comercio,agua_500ml,Minalba,14,2.5,comercial,debito,64.289.392/0001-68,OK
2024-01-29,200350,comercio,gas_p45,Fogás,38,"R$ 380,0",comercial,credito,,PENDENTE
2024-01-21,200351,consumidor_final,gas_p45,Fogás,6,380.0,comercial,debito,,OK
2024-01-24,200352,comercio,galao_25l,Bonafont,22,26.0,telefone,credito,30.584.703/0001-26,OK
2024-01-29,200353,comercio,gas_p13,Ultragaz,23,110.0,comercial,debito,79.248.825/0001-78,OK
2024-01-25,200354,comercio,agua_500ml,Crystal,19,2.5,telefone,boleto,74.490.541/0001-92,OK
2024-01-31,200355,comercio,gas_p13,Liquigás,18,110.0,whatsapp,boleto,97.400.109/0001-67,OK
2024-01-23,200356,consumidor_final,agua_500ml,Crystal,27,2.5,balcao,debito,,OK
2024-11-01,200357,comercio,gas_p45,Copagaz,47,380.0,comercial,debito,,PENDENTE
2024-01-23,200358,comercio,agua_500ml,Crystal,13,2.5,telefone,pix,97.514.867/0001-94,OK
2024-01-21,200359,comercio,gas_p13,Liquigás,44,110.0,whatsapp,boleto,29.991.916/0001-70,OK
2024-01-19,200360,comercio,gas_p13,Liquigás,47,110.0,comercial,credito,89.375.140/0001-86,OK
2024-01-13,200361,comercio,gas_p13,Liquigás,10,110.0,telefone,debito,67.786.721/0001-25,OK
2024-01-30,200362,comercio,gas_p45,Copagaz,39,"380,0",balcao,dinheiro,58.677.632/0001-25,OK
2024-01-19,200363,comercio,galao_25l,Lindoya,49,26.0,telefone,boleto,62.413.339/0001-10,OK
2024-01-18,200364,comercio,galao_25l,Lindoya,10,26.0,telefone,pix,85.600.916/0001-84,OK
2024-01-16,200366,comercio,gas_p13,Ultragaz,25,110.0,comercial,boleto,83.867.268/0001-99,OK
2024-01-01,200367,comercio,gas_p45,Fogás,12,380.0,balcao,boleto,75.484.421/0001-27,OK
2024-01-02,200368,comercio,galao_25l,Lindoya,34,26.0,telefone,credito,58.125.498/0001-63,OK
2024-01-25,200369,consumidor_final,agua_500ml,Crystal,34,2.5,telefone,credito,,OK
2024-01-15,200370,consumidor_final,gas_p13,Liquigás,23,110.0,comercial,boleto,,OK
2024-01-24,200371,comercio,gas_p45,Fogás,19,380.0,telefone,debito,33.701.232/0001-66,OK
2024-01-28,200372,comercio,gas_p13,Ultragaz,34,110.0,balcao,debito,47.345.581/0001-57,OK
2024-01-13,200373,comercio,agua_500ml,Crystal,2,"R$ 2,5",balcao,boleto,81.175.314/0001-85,OK
2024-01-04,200374,comercio,galao_25l,Bonafont,40,26.0,telefone,pix,14.461.851/0001-51,OK
2024-02-01,200375,consumidor_final,agua_500ml,Minalba,14,2.5,whatsapp,pix,,OK
2024-01-29,200376,comercio,gas_p13,Liquigás,35,110.0,telefone,credito,94.513.846/0001-81,OK
2024-05-01,200377,comercio,gas_p13,Liquigás,30,110.0,telefone,debito,93.853.612/0001-17,OK
2024-01-18,200378,consumidor_final,gas_p45,Fogás,47,380.0,balcao,credito,,OK
2024-01-09,200379,comercio,agua_500ml,Minalba,6,2.5,telefone,dinheiro,57.453.821/0001-16,OK
2024-01-28,200380,comercio,galao_25l,Bonafont,42,26.0,whatsapp,boleto,96.753.550/0001-98,OK
2024-01-14,200381,consumidor_final,gas_p45,Copagaz,30,380.0,comercial,pix,,OK
2024-01-01,200382,consumidor_final,galao_25l,Lindoya,16,26.0,whatsapp,credito,,OK
2024-12-01,200383,comercio,gas_p13,Liquigás,27,"R$ 110,0",balcao,pix,31.831.231/0001-56,OK
2024-01-12,200384,comercio,galao_25l,Lindoya,30,26.0,comercial,boleto,56.312.188/0001-80,OK
2024-01-24,200385,comercio,agua_500ml,Crystal,12,2.5,balcao,pix,29.464.569/0001-68,OK
2024-01-13,200386,comercio,gas_p45,Copagaz,7,"380,0",whatsapp,dinheiro,98.350.349/0001-41,OK
2024-01-14,200387,comercio,gas_p45,Copagaz,13,"R$ 380,0",whatsapp,boleto,65.203.512/0001-95,OK
2024-01-04,200388,consumidor_final,gas_p13,Ultragaz,32,110.0,whatsapp,dinheiro,,OK
2024-04-01,200389,comercio,galao_25l,Lindoya,19,26.0,whatsapp,credito,46.169.903/0001-28,OK
2024-01-08,200390,comercio,gas_p45,Copagaz,5,380.0,telefone,credito,32.385.484/0001-65,OK
2024-01-15,200391,comercio,gas_p13,Liquigás,24,110.0,telefone,dinheiro,23.759.263/0001-77,OK
2024-01-12,200392,comercio,galao_25l,Bonafont,37,26.0,telefone,boleto,30.126.333/0001-97,OK
2024-12-01,200393,comercio,gas_p45,Fogás,26,380.0,comercial,debito,28.302.924/0001-28,OK
2024-01-08,200394,comercio,gas_p45,Fogás,37,380.0,comercial,credito,,PENDENTE
2024-01-16,200395,comercio,gas_p45,Fogás,16,380.0,telefone,credito,63.786.872/0001-92,OK
2024-01-20,200396,comercio,agua_500ml,Minalba,1,2.5,balcao,boleto,15.269.374/0001-17,OK
2024-01-21,200397,comercio,gas_p45,Copagaz,13,380.0,telefone,Não Informado,90.698.942/0001-94,OK
2024-01-18,200398,comercio,agua_500ml,Crystal,44,2.5,whatsapp,credito,54.751.550/0001-22,OK
2024-01-24,200399,comercio,galao_25l,Lindoya,13,26.0,balcao,pix,55.820.536/0001-40,OK
2024-01-27,200400,comercio,gas_p13,Ultragaz,6,"R$ 110,0",comercial,credito,33.677.127/0001-18,OK
2024-01-31,200401,comercio,agua_500ml,Crystal,30,2.5,whatsapp,credito,99.126.555/0001-33,OK
2024-01-28,200402,comercio,agua_500ml,Minalba,21,"2,5",whatsapp,boleto,34.372.167/0001-17,OK
2024-01-26,200403,comercio,galao_25l,Bonafont,26,26.0,balcao,credito,70.377.148/0001-88,OK
2024-01-18,200404,comercio,gas_p13,Liquigás,33,110.0,comercial,debito,30.813.808/0001-13,OK
2024-01-06,200405,comercio,gas_p45,Fogás,18,"R$ 380,0",comercial,pix,18.893.596/0001-33,OK
2024-05-01,200406,consumidor_final,gas_p45,Fogás,13,380.0,telefone,Não Informado,,OK
2024-01-14,200407,comercio,agua_500ml,Crystal,17,2.5,comercial,debito,62.944.396/0001-67,OK
2024-04-01,200408,comercio,gas_p45,Copagaz,4,380.0,balcao,boleto,36.630.632/0001-96,OK
2024-01-01,200409,comercio,gas_p13,Ultragaz,12,110.0,balcao,dinheiro,,PENDENTE
2024-01-20,200410,comercio,galao_25l,Lindoya,37,26.0,telefone,Não Informado,18.412.771/0001-15,OK
2024-01-20,200411,comercio,gas_p13,Ultragaz,19,110.0,telefone,boleto,45.638.998/0001-98,OK
2024-01-31,200412,consumidor_final,gas_p13,Liquigás,42,110.0,whatsapp,credito,,OK
2024-01-30,200413,comercio,gas_p13,Ultragaz,20,110.0,balcao,dinheiro,91.332.891/0001-24,OK
2024-03-01,200414,comercio,agua_500ml,Crystal,31,2.5,comercial,debito,,PENDENTE
2024-01-19,200415,consumidor_final,galao_25l,Bonafont,10,26.0,telefone,boleto,,OK
2024-01-14,200416,comercio,gas_p45,Copagaz,34,"R$ 380,0",telefone,pix,99.160.650/0001-25,OK
2024-01-22,200417,consumidor_final,gas_p45,Fogás,48,"R$ 380,0",telefone,boleto,,OK
2024-01-13,200418,comercio,gas_p13,Ultragaz,21,110.0,balcao,Não Informado,35.902.953/0001-67,OK
2024-01-14,200419,comercio,agua_500ml,Crystal,27,"R$ 2,5",balcao,dinheiro,11.784.749/0001-57,OK
2024-01-28,200420,comercio,agua_500ml,Minalba,35,"2,5",whatsapp,boleto,51.989.548/0001-91,OK
2024-01-17,200421,comercio,gas_p13,Ultragaz,5,110.0,comercial,debito,61.483.447/0001-20,OK
2024-01-10,200422,consumidor_final,galao_25l,Bonafont,22,26.0,comercial,boleto,,OK
2024-01-18,200423,comercio,gas_p45,Fogás,26,380.0,telefone,dinheiro,13.739.530/0001-74,OK
2024-01-26,200424,comercio,gas_p13,Liquigás,30,110.0,comercial,dinheiro,57.869.866/0001-53,OK
2024-01-04,200425,comercio,gas_p45,Fogás,7,380.0,comercial,credito,,PENDENTE
2024-01-21,200426,comercio,galao_25l,Lindoya,44,26.0,whatsapp,dinheiro,92.715.536/0001-24,OK
2024-01-17,200427,consumidor_final,galao_25l,Lindoya,26,26.0,balcao,debito,,OK
2024-01-03,200428,comercio,galao_25l,Bonafont,46,26.0,whatsapp,boleto,18.538.511/0001-26,OK
2024-01-25,200429,comercio,galao_25l,Bonafont,19,26.0,balcao,Não Informado,59.790.333/0001-73,OK
2024-03-01,200430,consumidor_final,agua_500ml,Minalba,19,2.5,telefone,credito,,OK
2024-04-01,200431,comercio,galao_25l,Bonafont,40,"R$ 26,0",telefone,pix,94.505.313/0001-38,OK
2024-01-30,200432,comercio,galao_25l,Lindoya,11,26.0,telefone,pix,62.810.990/0001-30,OK
2024-04-01,200433,comercio,agua_500ml,Minalba,27,2.5,balcao,debito,,PENDENTE
2024-02-01,200434,comercio,agua_500ml,Minalba,9,"2,5",telefone,dinheiro,36.216.522/0001-41,OK
2024-01-09,200435,consumidor_final,gas_p45,Fogás,25,380.0,telefone,debito,,OK
2024-01-16,200436,comercio,galao_25l,Bonafont,40,"R$ 26,0",whatsapp,credito,12.502.315/0001-11,OK
2024-01-01,200437,comercio,gas_p45,Fogás,30,"R$ 380,0",balcao,pix,91.232.810/0001-59,OK
2024-03-01,200438,consumidor_final,galao_25l,Bonafont,28,26.0,comercial,credito,,OK
2024-01-27,200439,consumidor_final,gas_p13,Ultragaz,1,110.0,telefone,boleto,,OK
2024-01-20,200440,comercio,gas_p13,Liquigás,47,110.0,comercial,boleto,68.227.117/0001-44,OK
2024-01-05,200441,consumidor_final,gas_p13,Liquigás,44,110.0,whatsapp,credito,,OK
2024-04-01,200442,comercio,gas_p13,Ultragaz,34,110.0,whatsapp,Não Informado,73.721.267/0001-11,OK
2024-10-01,200443,consumidor_final,gas_p45,Copagaz,9,380.0,balcao,boleto,,OK
2024-01-07,200444,comercio,gas_p13,Liquigás,47,110.0,comercial,pix,54.308.455/0001-92,OK
2024-12-01,200445,comercio,agua_500ml,Minalba,47,2.5,whatsapp,debito,64.930.651/0001-40,OK
2024-01-23,200446,consumidor_final,galao_25l,Bonafont,6,26.0,balcao,debito,,OK
2024-10-01,200447,comercio,agua_500ml,Crystal,44,2.5,telefone,boleto,71.575.519/0001-63,OK
2024-01-26,200448,comercio,agua_500ml,Minalba,18,"R$ 2,5",comercial,dinheiro,98.446.536/0001-37,OK
2024-01-25,200449,comercio,gas_p45,Copagaz,34,380.0,comercial,boleto,62.792.501/0001-34,OK
2024-01-01,200450,comercio,gas_p45,Copagaz,38,"R$ 380,0",telefone,pix,11.836.511/0001-41,OK
2024-01-25,200451,comercio,gas_p13,Liquigás,40,"R$ 110,0",comercial,pix,40.268.770/0001-21,OK
2024-03-01,200452,comercio,galao_25l,Lindoya,25,26.0,balcao,dinheiro,42.844.699/0001-36,OK
2024-01-14,200453,comercio,agua_500ml,Crystal,22,2.5,telefone,boleto,43.238.224/0001-89,OK
2024-01-23,200454,comercio,galao_25l,Lindoya,44,26.0,comercial,debito,71.104.140/0001-99,OK
2024-07-01,200455,comercio,galao_25l,Bonafont,36,"R$ 26,0",balcao,credito,25.379.243/0001-17,OK
2024-01-10,200456,consumidor_final,agua_500ml,Crystal,28,2.5,whatsapp,debito,,OK
2024-11-01,200457,comercio,galao_25l,Lindoya,32,26.0,comercial,boleto,99.166.401/0001-22,OK
2024-01-27,200458,comercio,galao_25l,Lindoya,11,26.0,whatsapp,debito,83.540.963/0001-47,OK
2024-01-13,200459,consumidor_final,gas_p13,Liquigás,12,110.0,telefone,debito,,OK
2024-01-31,200460,comercio,gas_p45,Copagaz,15,380.0,comercial,boleto,94.139.167/0001-18,OK
2024-01-04,200461,comercio,gas_p13,Ultragaz,31,"R$ 110,0",comercial,pix,22.402.696/0001-28,OK
2024-01-14,200462,comercio,galao_25l,Lindoya,3,26.0,comercial,debito,20.298.828/0001-43,OK
2024-01-30,200463,comercio,gas_p13,Liquigás,18,110.0,telefone,boleto,56.940.264/0001-13,OK
2024-09-01,200464,consumidor_final,agua_500ml,Crystal,32,"2,5",comercial,credito,,OK
2024-04-01,200465,comercio,gas_p45,Fogás,43,380.0,whatsapp,dinheiro,53.868.433/0001-75,OK
2024-01-30,200466,comercio,gas_p13,Ultragaz,15,110.0,balcao,credito,36.748.932/0001-50,OK
2024-01-19,200467,comercio,agua_500ml,Minalba,11,2.5,comercial,debito,92.883.192/0001-49,OK
2024-01-05,200468,comercio,agua_500ml,Crystal,41,2.5,balcao,pix,,PENDENTE
2024-01-13,200469,comercio,gas_p45,Copagaz,1,380.0,balcao,credito,32.372.955/0001-85,OK
2024-11-01,200470,comercio,gas_p45,Fogás,47,380.0,telefone,debito,55.633.606/0001-19,OK
2024-01-26,200471,comercio,agua_500ml,Minalba,37,2.5,whatsapp,credito,49.690.986/0001-83,OK
2024-01-26,200472,consumidor_final,gas_p13,Ultragaz,33,110.0,telefone,credito,,OK
2024-06-01,200473,comercio,galao_25l,Bonafont,50,"R$ 26,0",whatsapp,pix,83.774.590/0001-30,OK
2024-02-01,200474,consumidor_final,agua_500ml,Minalba,21,2.5,comercial,dinheiro,,OK
2024-01-17,200475,comercio,gas_p45,Fogás,40,380.0,telefone,debito,28.437.165/0001-28,OK
2024-01-24,200476,comercio,gas_p13,Liquigás,10,110.0,telefone,debito,33.872.921/0001-29,OK
2024-01-31,200477,comercio,gas_p45,Copagaz,9,"R$ 380,0",balcao,boleto,44.892.186/0001-21,OK
2024-01-01,200478,comercio,gas_p13,Liquigás,31,110.0,telefone,pix,72.213.392/0001-63,OK
2024-01-01,200479,comercio,gas_p13,Liquigás,22,110.0,comercial,credito,82.558.451/0001-96,OK
2024-01-31,200480,comercio,galao_25l,Lindoya,1,26.0,whatsapp,dinheiro,49.159.804/0001-75,OK
2024-01-07,200481,consumidor_final,galao_25l,Lindoya,36,26.0,whatsapp,dinheiro,,OK
2024-01-16,200482,comercio,gas_p45,Fogás,30,380.0,whatsapp,boleto,75.111.917/0001-20,OK
2024-01-19,200483,comercio,agua_500ml,Crystal,39,2.5,telefone,debito,50.514.233/0001-77,OK
2024-12-01,200484,comercio,gas_p13,Liquigás,6,110.0,telefone,boleto,96.479.948/0001-90,OK
2024-01-06,200485,consumidor_final,gas_p45,Copagaz,40,380.0,comercial,debito,,OK
2024-01-20,200486,comercio,gas_p45,Fogás,34,380.0,telefone,boleto,85.923.522/0001-51,OK
2024-01-23,200487,comercio,gas_p45,Fogás,12,380.0,whatsapp,boleto,90.698.336/0001-28,OK
2024-01-03,200488,comercio,agua_500ml,Crystal,32,2.5,whatsapp,boleto,75.675.105/0001-15,OK
2024-01-28,200489,comercio,galao_25l,Lindoya,29,26.0,comercial,dinheiro,64.386.919/0001-43,OK
2024-09-01,200490,comercio,gas_p45,Fogás,21,"380,0",telefone,credito,80.897.408/0001-57,OK
2024-01-24,200491,comercio,gas_p13,Ultragaz,22,110.0,balcao,pix,51.636.134/0001-41,OK
2024-01-13,200492,consumidor_final,galao_25l,Lindoya,15,"26,0",comercial,pix,,OK
2024-01-17,200493,comercio,galao_25l,Lindoya,25,26.0,balcao,pix,29.842.310/0001-42,OK
2024-01-04,200494,comercio,gas_p13,Liquigás,42,"R$ 110,0",comercial,boleto,40.856.473/0001-38,OK
2024-01-18,200495,comercio,agua_500ml,Crystal,1,2.5,balcao,debito,69.236.513/0001-73,OK
2024-01-29,200496,comercio,gas_p13,Ultragaz,4,110.0,balcao,boleto,41.989.221/0001-93,OK
2024-01-08,200497,comercio,gas_p13,Ultragaz,22,110.0,whatsapp,dinheiro,69.735.951/0001-95,OK
2024-01-05,200498,comercio,agua_500ml,Crystal,17,2.5,telefone,dinheiro,56.368.589/0001-84,OK
2024-01-11,200499,comercio,galao_25l,Bonafont,31,26.0,balcao,debito,84.645.167/0001-28,OK
2024-08-01,200500,comercio,gas_p13,Liquigás,29,110.0,comercial,pix,37.185.266/0001-90,OK
2024-01-21,200501,comercio,galao_25l,Bonafont,44,26.0,whatsapp,pix,13.513.142/0001-88,OK
2024-01-15,200502,comercio,gas_p13,Ultragaz,33,110.0,telefone,pix,10.709.501/0001-10,OK
2024-01-03,200503,consumidor_final,galao_25l,Lindoya,20,26.0,telefone,dinheiro,,OK
2024-11-01,200504,consumidor_final,gas_p13,Ultragaz,29,110.0,balcao,pix,,OK
2024-01-23,200505,consumidor_final,galao_25l,Lindoya,36,26.0,whatsapp,Não Informado,,OK
2024-01-19,200506,comercio,gas_p13,Ultragaz,24,110.0,balcao,pix,97.624.137/0001-97,OK
2024-01-02,200507,comercio,agua_500ml,Minalba,7,2.5,whatsapp,pix,22.291.339/0001-40,OK
2024-01-15,200508,comercio,gas_p13,Ultragaz,41,110.0,whatsapp,debito,90.744.107/0001-78,OK
2024-01-17,200509,consumidor_final,agua_500ml,Crystal,22,"R$ 2,5",comercial,debito,,OK
2024-01-29,200510,comercio,gas_p45,Copagaz,23,"380,0",telefone,credito,43.616.913/0001-40,OK
2024-01-14,200511,comercio,galao_25l,Bonafont,42,26.0,telefone,pix,55.169.205/0001-86,OK
